laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit,mixed_type_col
 1.0 ,28.0,2.0, 0.0 ,4006.0,error,3.0,3.0,3.0,1.0,2.0,3.0,45.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,447
2.0,12.0,,0.0,7472.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,24.0,3.0,1.0,1.0,1.0,2.0, 1.0 ,2.0,37.0,
3.0,12.0,2.0,2.0,1424.0,5.0,5.0, 3.0 ,2.0,1.0,4.0,1.0,55.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,849
2.0,12.0,2.0,1.0,2028.0,5.0,,4.0,3.0,1.0,2.0,3.0,N/A,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,268
4.0,15.0,2.0,0.0,5324.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,35.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,438
,36.0,2.0,3.0,2323.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,24.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,bad
4.0,12.0,2.0,6.0,1393.0, 1.0 ,5.0,4.0, 3.0 ,1.0,4.0,2.0,47.0,1.0,2.0,3.0,3.0, 1.0 ,2.0,2.0,341.0,943
4.0,18.0,2.0,2.0,1984.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0, 47.0 ,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,302
4.0,24.0,2.0,,999.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,25.0,3.0, 2.0 ,2.0,3.0,2.0,1.0,2.0,1.0,652
4.0,58140.0, 2.0 , NAN ,7409.0,5.0,5.0,3.0,3.0,1.0,,2.0,37.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,
4.0,15.0,2.0,2.0,2186.0,5.0, 4.0 ,1.0,2.0,1.0,4.0,1.0,33.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,561
3.0,36.0,2.0,3.0, 4473.0 ,1.0,5.0,4.0,3.0,1.0,2.0,3.0,31.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,560
4.0,24.0,2.0,8.0, 937.0 ,1.0,2.0, 4.0 ,4.0,1.0,3.0,3.0,27.0,3.0,2.0,2.0, 2.0 , 2.0 ,1.0,2.0,1.0,291
4.0,18.0, 2.0 ,2.0,3422.0,1.0,5.0,,3.0,1.0,4.0,2.0,4606.0,1.0, 2.0 ,3.0,3.0,1.0,2.0,2.0,1.0,432
4.0,24.0,2.0,3.0,3105.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,25.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,bad
4.0,12.0,4.0,6.0,2748.0,1.0,5.0,2.0,2.0,1.0,,4.0,57.0, 1.0 ,3.0,3.0,2.0,2.0,1.0,2.0,1.0,217
2.0,18.0,2.0,5.0,3872.0, 1.0 ,1.0,2.0,2.0,1.0,4.0,3.0,67.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,
4.0,27.0,2.0,5.0,5190.0,5.0,,4.0,3.0,1.0,4.0,2.0,,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,178
2.0,18.0,2.0,2.0,3001.0, 1.0 ,4.0,2.0,2.0,1.0,4.0,1.0,40.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,416
4.0,24.0,3.0,9.0,3863.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,32.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,213
4.0,12.0,4.0,2.0,5801.0,5.0,5.0,2.0,3.0,1.0, 4.0 ,2.0,49.0,3.0,1.0,1.0,3.0,2.0, 2.0 ,1.0,1.0,284
4.0,12.0,4.0,2.0,1592.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,35.0,3.0,2.0,1.0,3.0,2.0,1.0,110.0,1.0,
4.0,12.0,4.0,9.0,1185.0,1.0,3.0,3.0,2.0,,2.0,1.0,27.0,error,2.0,2.0,3.0,2.0,1.0,2.0,1.0,unknown
4.0,18.0, 4.0 ,2.0,3780.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,35.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,943
2.0,18.0, 4.0 , 2.0 ,3612.0,1.0, 5.0 ,3.0,2.0,1.0,4.0,2.0,37.0,3.0,2.0,1.0,66.0, 2.0 ,2.0,1.0,1.0,763
4.0,12.0,2.0,9.0,1076.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,26.0,3.0,2.0,1.0,3.0,2.0, 2.0 ,2.0,1.0,bad
4.0,12.0,2.0,0.0,3527.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,45.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,928
4.0,882.0,2.0,3.0,2051.0,1.0,2.0,4.0,3.0,1.0,1.0, 1.0 ,33.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,bad
4.0,12.0,4.0,2.0,3331.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,42.0,2.0, 2.0 ,1.0,3.0,2.0,1.0,2.0,1.0,222
1.0,18.0, 0.0 ,9.0, 3104.0 ,1.0,4.0,3.0,3.0,1.0,1.0,2.0,31.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,171
4.0,24.0,4.0,3.0,2611.0,1.0,5.0,4.0,4.0,2.0,3.0,1.0,46.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,884
1.0,12.0,4.0,1.0,1409.0,1.0,5.0,4.0,3.0,1.0,3.0,1.0,54.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0, 1.0 ,890
4.0,24.0,2.0,3.0,1311.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,26.0,3.0,2.0,1.0,3.0, 2.0 ,2.0,2.0,1.0,
4.0,6.0, 2.0 ,3.0,2108.0, 1.0 ,4.0,2.0,4.0,1.0,2.0,1.0,29.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,460
4.0,24.0,4.0,1.0,4042.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,43.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,862
4.0,12.0,4.0,0.0,926.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,38.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,768
1.0,12.0,2.0,3.0,1680.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,35.0,3.0,2.0,1.0,3.0,803.0,1.0,2.0,1.0,740
4.0, 24.0 ,2.0,0.0,1249.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,28.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,unknown
4.0,24.0,4.0,0.0,2463.0, 2.0 ,4.0,4.0,4.0,1.0,3.0,2.0,27.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0, 1.0 ,267
4.0,6.0,2.0,3.0,1595.0,1.0,4.0,3.0,724.0,1.0,,2.0,51.0,3.0,2.0,1.0,3.0,1.0,1.0, 2.0 ,1.0,bad
4.0,24.0,4.0,5.0,N/A,1.0, 3.0 ,4.0,1.0,1.0,2.0,1.0,33.0,3.0, 2.0 ,2.0,3.0,2.0,2.0,2.0,,877
4.0,24.0,2.0,1.0,7814.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,38.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0, NAN ,884
4.0,6.0,4.0,3.0,1740.0,,5.0,2.0,4.0,1.0,2.0,1.0,30.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,599
 4.0 ,12.0,4.0,3.0,1240.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,38.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,39
,24.0,4.0,1.0,6842.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0,,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,740
4.0,24.0,4.0,2.0,5150.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,33.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,253
1.0,6.0,2.0,0.0,1203.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,43.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,205
4.0,6.0,4.0,0.0,2080.0,3.0,3.0, 1.0 ,4.0,1.0,2.0,3.0,24.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,78
4.0,6.0,2.0,6.0,1538.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,bad
2.0,24.0,4.0,0.0,3878.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,37.0,3.0,2.0,1.0,3.0, 2.0 ,2.0,2.0,1.0,bad
2.0,570.0,2.0,2.0,3832.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,22.0,3.0,2.0,1.0, 3.0 ,2.0,1.0,2.0,1.0,276
4.0,15.0,2.0, 0.0 ,3186.0,4.0,4.0,80.0,2.0,1.0,3.0,3.0,20.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,unknown
 2.0 ,24.0,,3.0,2896.0,2.0,2.0,2.0,,1.0,1.0,3.0,29.0,3.0, 2.0 ,1.0,3.0,2.0,1.0,984.0,1.0,bad
2.0,24.0,3.0,9.0,6967.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0, 36.0 ,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,bad
4.0,36.0,2.0,6.0,1819.0,1.0,3.0, 4.0 ,3.0,1.0,4.0,NULL,37.0, 2.0 ,3.0,1.0,3.0,2.0,2.0,2.0,0.0,416
4.0,24.0,2.0,3.0,5943.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,44.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,452
4.0,36.0,4.0,2.0,7127.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,23.0, 3.0 ,1.0,2.0,3.0,2.0,2.0,2.0,0.0,887
4.0,36.0,2.0,2.0,3349.0, 1.0 , 3.0 ,4.0,2.0,1.0,2.0,3.0,28.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0, 0.0 ,bad
4.0,36.0,2.0,2.0,10974.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,26.0,3.0,2.0,2.0,4.0, 2.0 ,2.0,2.0,0.0,13
4.0,6.0,2.0,3.0,518.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,29.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,800
4.0,18.0,2.0,3.0,1126.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,21.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,
2.0,12.0,4.0,1.0,1860.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0, 34.0 ,372.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,
4.0,NULL, 4.0 ,3.0,9566.0,1.0,3.0, 2.0 ,2.0,1.0,2.0,3.0,31.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,325
1.0,12.0,2.0,3.0,701.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,40.0,3.0,2.0,1.0,2.0,2.0,1.0,895.0,1.0,
2.0,12.0,2.0,3.0,2930.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,27.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,
4.0,18.0,2.0,3.0,1505.0,1.0, 3.0 ,4.0,3.0,1.0,2.0,4.0,32.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,164
4.0,18.0,4.0,3.0,2238.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,25.0, 3.0 ,2.0,2.0,3.0,2.0,1.0,2.0,1.0,
4.0,4.0,4.0,3.0,1503.0,1.0,4.0,2.0, 3.0 ,1.0,1.0,1.0,42.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,418
4.0,24.0,4.0,1.0,2197.0,5.0, 4.0 ,4.0,3.0,1.0,4.0,3.0,43.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,717
3.0,12.0,2.0,3.0,1881.0,1.0, 3.0 ,2.0,2.0,1.0,2.0,3.0,44.0, 3.0 ,1.0,1.0,2.0,2.0,2.0,2.0,1.0,
1.0,18.0,4.0,3.0, 1880.0 ,1.0,4.0,4.0,4.0,1.0,64.0,2.0,32.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,993
1.0,18.0,2.0,3.0,2389.0,1.0,2.0,4.0,2.0,973.0,1.0,3.0,27.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,677
2.0,24.0,2.0,3.0,1967.0,1.0,5.0,4.0,2.0,1.0,4.0,3.0,20.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,bad
4.0,4.0, 4.0 ,0.0,3380.0,1.0,4.0,1.0,2.0,1.0,1.0, 1.0 ,37.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,88
4.0,4.0,4.0,0.0,1455.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,42.0,3.0,2.0, 3.0 ,2.0,1.0,1.0,2.0,1.0,265
4.0,7.0,4.0,3.0,730.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,46.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,983
2.0,18.0,0.0,2.0,3244.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,33.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,768
2.0,9.0,2.0,3.0,1670.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,22.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,741
2.0,48.0,112.0,3.0,3979.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,690.0,3.0,2.0,2.0,3.0, 1.0 ,2.0,2.0,1.0,272
2.0,12.0,2.0,2.0,1922.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,37.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,bad
64.0,18.0,4.0,2.0,1295.0,?,2.0,4.0,2.0,1.0,1.0,2.0,27.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,703
4.0,4.0,4.0,3.0,1544.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,42.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,946
2.0,8.0,2.0,9.0,907.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,26.0,3.0,2.0,1.0, 3.0 ,2.0,2.0,2.0,1.0,583
2.0,30.0,2.0,3.0,1715.0,5.0,3.0,4.0,2.0,N/A,1.0,3.0,26.0,3.0,2.0,1.0,3.0,2.0,1.0,160.0,86.0,21
3.0,10.0,4.0,3.0,1347.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,27.0,3.0,2.0,2.0,3.0,76.0,2.0,2.0,1.0,854
2.0,12.0,2.0,0.0,1007.0,4.0,3.0,4.0,4.0,1.0, 1.0 ,1.0,22.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,933
4.0,12.0,4.0,2.0,1402.0,3.0,4.0,3.0, 2.0 ,1.0,4.0,3.0,37.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,33
2.0,12.0,2.0,0.0,2002.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,30.0,3.0,1.0,1.0,3.0,1.0,2.0, 2.0 ,1.0,392
4.0,792.0,4.0,6.0,2096.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,49.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,979
4.0,12.0,2.0,0.0,1101.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,27.0,3.0,2.0,2.0, 3.0 ,2.0,2.0,2.0,1.0,953
4.0,10.0,2.0,8.0,894.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,40.0,3.0,2.0, 1.0 ,3.0,2.0,2.0,2.0,1.0,964
2.0, 11.0 ,2.0, 2.0 ,1577.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,20.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,975
4.0,33.0,3.0, 9.0 ,2764.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,26.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,22
2.0,48.0,0.0,0.0,8358.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,30.0,3.0,2.0, 2.0 ,3.0,2.0,1.0,2.0,1.0,151
3.0,12.0,,2.0,1474.0,1.0,,4.0,2.0,1.0,1.0,2.0,33.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,bad
4.0,24.0,2.0,1.0,5433.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,26.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,603
2.0,14.0,2.0,9.0,1410.0,3.0,5.0, 1.0 ,4.0,1.0,2.0,1.0,35.0,3.0,2.0,1.0,?,2.0,2.0,2.0,1.0,401
4.0,20.0,4.0,0.0,3485.0, 5.0 ,2.0,2.0,1.0,1.0,4.0,1.0,44.0,3.0, 2.0 ,2.0,3.0,2.0,2.0,2.0,1.0,268
4.0,18.0,4.0,1.0,3850.0,1.0,4.0,3.0,3.0, 1.0 ,1.0,3.0,27.0,3.0,2.0, 2.0 ,3.0,2.0,1.0, 2.0 ,1.0,254
2.0,60.0,2.0,0.0,7408.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0, 24.0 ,3.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,603
3.0,24.0,2.0,3.0,1377.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,47.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,977
4.0,30.0, 3.0 ,9.0,4272.0,,3.0,2.0,3.0,14.0,2.0,2.0,26.0,3.0,2.0,2.0,2.0,2.0,invalid,2.0,1.0,826
2.0,24.0, 3.0 ,3.0, 1553.0 ,2.0,4.0,3.0,2.0,1.0,2.0,2.0,23.0,3.0, 1.0 ,2.0,3.0,2.0,2.0,2.0,1.0,174
2.0,36.0,3.0, 9.0 ,,2.0,4.0, 1.0 ,3.0,1.0,3.0,2.0,31.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,148
4.0,6.0,4.0,0.0,362.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,52.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0, 1.0 ,
4.0,12.0,4.0,2.0,1935.0,1.0,5.0,4.0,3.0,1.0,4.0,invalid,43.0,,2.0,3.0,3.0,2.0,2.0,2.0,1.0,
4.0,48.0,2.0,3.0,10222.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,37.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,8
3.0,12.0,2.0,0.0,1330.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,26.0,3.0,2.0,1.0,3.0,2.0,1.0,,1.0,bad
4.0,36.0,2.0,6.0,9055.0,5.0,3.0,2.0, 3.0 ,1.0,4.0,4.0,35.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,580
2.0,26.0,2.0, 1.0 ,7966.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,30.0, 3.0 ,2.0,2.0,3.0,2.0,1.0,2.0,1.0,659
2.0,30.0,1.0,2.0,3496.0,4.0,3.0, 4.0 ,3.0,1.0,2.0,3.0,34.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,860
2.0,36.0,2.0,1.0,6948.0, 1.0 ,3.0,2.0,3.0,1.0,2.0,3.0,35.0,3.0, 1.0 ,1.0,4.0,2.0,2.0,2.0,1.0,bad
2.0,48.0,0.0,9.0,12204.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,48.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,,621
1.0,36.0,2.0,2.0,3446.0,1.0,5.0,4.0,3.0,1.0,2.0, 3.0 ,42.0,3.0,2.0,1.0,3.0,1.0,1.0,,,bad
1.0,12.0,2.0,6.0,684.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,40.0,3.0,1.0,1.0,2.0,1.0,1.0, 2.0 ,0.0,651
1.0,33.0,4.0,2.0,4281.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,23.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,380
1.0,42.0,2.0,3.0,7174.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,30.0,3.0, 2.0 ,1.0,4.0,2.0,2.0,2.0,0.0,66
1.0,24.0,1.0,error,1546.0,1.0,4.0,4.0,3.0,3.0,4.0,,24.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,25
1.0,24.0,2.0, 2.0 ,2359.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,33.0,3.0,2.0, 1.0 ,3.0,2.0,1.0,2.0,0.0,
4.0,24.0,531.0,3.0,3621.0,2.0, 5.0 ,2.0,3.0,1.0,4.0,3.0,31.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,637
1.0,12.0,2.0,4.0,741.0, 2.0 ,1.0,4.0,2.0,1.0,3.0,2.0,22.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0, 0.0 ,409
1.0,12.0,error,2.0,7865.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,53.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,746
1.0,24.0,2.0,1.0,2910.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,34.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,bad
1.0,18.0,4.0,0.0,5302.0,1.0,5.0,2.0,3.0,1.0,4.0,4.0,36.0,,3.0,3.0,4.0,2.0,2.0, 2.0 ,1.0,254
1.0, 36.0 ,2.0,2.0, 3620.0 ,1.0,3.0,1.0,3.0,3.0,2.0,2.0,37.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,585
1.0,18.0,2.0,3.0,3509.0,1.0,141.0,4.0,2.0,3.0,1.0,1.0,25.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,377
2.0,12.0,2.0,2.0,3017.0,1.0, 2.0 ,3.0,2.0,1.0,1.0,1.0,34.0,3.0,1.0,1.0,4.0,2.0,?,2.0,1.0,975
444.0,12.0,2.0,2.0,1657.0,1.0,,2.0,3.0,1.0,2.0,1.0,27.0,3.0, 2.0 ,1.0, 3.0 ,2.0,1.0,2.0,1.0,721
1.0,8.0,4.0,10.0,1164.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,51.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,748
1.0, 36.0 ,216.0,2.0,6229.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,23.0,3.0, 1.0 ,2.0,2.0,2.0,2.0,2.0,0.0,687
1.0,24.0,1.0,0.0,1193.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,29.0, 3.0 ,1.0,2.0,1.0,2.0,1.0, 2.0 ,0.0,683
1.0,30.0,0.0,2.0,4583.0,1.0, 3.0 ,2.0,1.0,3.0,2.0,1.0,32.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,773
1.0,36.0,4.0,2.0,5371.0,1.0,3.0,3.0, 3.0 ,3.0,2.0,,28.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,431
1.0,12.0,2.0,2.0,708.0, 1.0 ,3.0,2.0,3.0,3.0,3.0,2.0,38.0,3.0,2.0,1.0,2.0,1.0, n/a ,2.0,1.0,821
1.0,21.0,4.0,0.0,571.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,65.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,34
1.0,30.0,2.0,3.0,2522.0, 1.0 ,5.0,1.0,3.0,3.0, 3.0 ,2.0,39.0,3.0,2.0, 1.0 ,3.0,1.0,1.0,2.0,1.0,666
1.0,36.0,2.0,2.0,5179.0,1.0,4.0,4.0, 3.0 ,1.0,2.0,2.0,29.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0, 0.0 ,538
1.0,36.0,2.0,1.0,8229.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,26.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,8
4.0,?,4.0,2.0,2028.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,30.0,3.0, 2.0 , 2.0 ,2.0,2.0,1.0,2.0,1.0,660
1.0,6.0,2.0,0.0,1374.0,5.0,1.0,4.0,2.0,1.0,3.0,30.0,75.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2
1.0,12.0,2.0,2.0,1289.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,21.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,unknown
1.0,36.0,2.0,2.0, 2712.0 ,1.0,5.0,2.0,3.0,1.0,2.0,2.0,41.0,1.0,2.0,1.0,3.0,1.0,1.0, 2.0 ,0.0,unknown
1.0,15.0,4.0,2.0,975.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,25.0,error,2.0,2.0,3.0, 2.0 ,1.0,2.0,1.0,
2.0,6.0,3.0,2.0,1050.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,35.0,2.0,2.0,2.0,432.0,2.0,2.0,1.0,1.0,unknown
1.0,6.0,260.0,0.0,609.0,1.0, 4.0 ,4.0,2.0,1.0,3.0,2.0,37.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,unknown
1.0,48.0,2.0,1.0,4788.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,26.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,622
2.0,24.0,2.0,2.0,3069.0,2.0,5.0,4.0,3.0,1.0,4.0,144.0,30.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,221
2.0, 12.0 ,2.0,0.0,836.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,23.0,1.0,2.0,1.0,823.0,2.0,1.0,2.0, 0.0 ,
1.0,12.0,2.0,2.0,2577.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,42.0,3.0,2.0,1.0,3.0,2.0,1.0, 2.0 ,1.0,90
1.0,12.0,2.0,2.0,1620.0,1.0,3.0,2.0,invalid, 2.0 ,3.0,2.0,30.0,3.0, 2.0 ,1.0,3.0,2.0,1.0,2.0, 1.0 ,141
1.0, 15.0 ,2.0,2.0,1845.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,46.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,bad
1.0,24.0,2.0,1.0,6579.0, 1.0 ,1.0,4.0,3.0,1.0,2.0,,29.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,57
1.0,12.0,2.0,0.0,1893.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,1508.0,3.0,2.0,invalid,3.0,2.0,2.0, 2.0 ,1.0,970
96.0,30.0,4.0,1.0,10623.0,1.0,5.0,3.0,3.0, 1.0 ,4.0,4.0,38.0,3.0,3.0,3.0, 4.0 ,1.0,2.0,2.0,1.0,30
1.0,18.0,2.0,0.0,2249.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0, 30.0 ,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,525
1.0,30.0,2.0,92.0, 3108.0 ,1.0,2.0,2.0,1.0,1.0,4.0,2.0,31.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,984
