status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1.0,18,4.0,0.0,5302,1.0,5.0,2.0,3.0,1.0,4.0,4.0,36,3.0,3.0,3,4.0,2,2.0,2.0,1
1.0,36,2.0,2.0,3620,1.0,3.0,1.0,3.0,3.0,2.0,2.0,37,3.0,2.0,1,3.0,1,1.0,2.0,1
1.0,18,2.0,3.0,3509,1.0,5.0,4.0,2.0,3.0,1.0,1.0,25,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,12,2.0,2.0,3017,1.0,2.0,3.0,2.0,1.0,1.0,1.0,34,3.0,1.0,1,4.0,2,1.0,2.0,1
4.0,12,2.0,2.0,1657,1.0,3.0,2.0,3.0,1.0,2.0,1.0,27,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,8,4.0,10.0,1164,1.0,5.0,3.0,3.0,1.0,4.0,4.0,51,1.0,3.0,2,4.0,1,2.0,2.0,1
1.0,36,4.0,2.0,6229,1.0,2.0,4.0,2.0,2.0,4.0,4.0,23,3.0,1.0,2,2.0,2,2.0,2.0,0
1.0,24,1.0,0.0,1193,1.0,1.0,1.0,2.0,2.0,4.0,4.0,29,3.0,1.0,2,1.0,2,1.0,2.0,0
1.0,30,0.0,2.0,4583,1.0,3.0,2.0,1.0,3.0,2.0,1.0,32,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,36,4.0,2.0,5371,1.0,3.0,3.0,3.0,3.0,2.0,3.0,28,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,12,2.0,2.0,708,1.0,3.0,2.0,3.0,3.0,3.0,2.0,38,3.0,2.0,1,2.0,1,1.0,2.0,1
1.0,21,4.0,0.0,571,1.0,5.0,4.0,3.0,1.0,4.0,1.0,65,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,30,2.0,3.0,2522,1.0,5.0,1.0,3.0,3.0,3.0,2.0,39,3.0,2.0,1,3.0,1,1.0,2.0,1
1.0,36,2.0,2.0,5179,1.0,4.0,4.0,3.0,1.0,2.0,2.0,29,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,36,2.0,1.0,8229,1.0,3.0,2.0,3.0,1.0,2.0,2.0,26,3.0,2.0,1,3.0,1,1.0,2.0,0
4.0,18,4.0,2.0,2028,1.0,4.0,2.0,3.0,1.0,2.0,2.0,30,3.0,2.0,2,2.0,2,1.0,2.0,1
1.0,6,2.0,0.0,1374,5.0,1.0,4.0,2.0,1.0,3.0,4.0,75,3.0,2.0,1,4.0,2,2.0,2.0,1
1.0,12,2.0,2.0,1289,1.0,3.0,4.0,3.0,3.0,1.0,2.0,21,3.0,2.0,1,2.0,2,1.0,2.0,1
1.0,36,2.0,2.0,2712,1.0,5.0,2.0,3.0,1.0,2.0,2.0,41,1.0,2.0,1,3.0,1,1.0,2.0,0
1.0,15,4.0,2.0,975,1.0,3.0,2.0,1.0,1.0,3.0,2.0,25,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,6,3.0,2.0,1050,1.0,1.0,4.0,3.0,1.0,1.0,2.0,35,2.0,2.0,2,4.0,2,2.0,1.0,1
1.0,6,4.0,0.0,609,1.0,4.0,4.0,2.0,1.0,3.0,2.0,37,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,48,2.0,1.0,4788,1.0,4.0,4.0,3.0,1.0,3.0,2.0,26,3.0,2.0,1,3.0,1,1.0,2.0,1
2.0,24,2.0,2.0,3069,2.0,5.0,4.0,3.0,1.0,4.0,4.0,30,3.0,3.0,1,3.0,2,1.0,2.0,1
2.0,12,2.0,0.0,836,2.0,2.0,4.0,2.0,1.0,2.0,2.0,23,1.0,2.0,1,4.0,2,1.0,2.0,0
1.0,12,2.0,2.0,2577,1.0,3.0,2.0,1.0,1.0,1.0,3.0,42,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,12,2.0,2.0,1620,1.0,3.0,2.0,3.0,2.0,3.0,2.0,30,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,15,2.0,2.0,1845,1.0,2.0,4.0,2.0,3.0,1.0,2.0,46,3.0,1.0,1,3.0,2,1.0,2.0,1
1.0,24,2.0,1.0,6579,1.0,1.0,4.0,3.0,1.0,2.0,3.0,29,3.0,3.0,1,4.0,2,2.0,2.0,1
1.0,12,2.0,0.0,1893,1.0,3.0,4.0,2.0,3.0,4.0,2.0,75,3.0,2.0,0,3.0,2,2.0,2.0,1
4.0,30,4.0,1.0,10623,1.0,5.0,3.0,3.0,1.0,4.0,4.0,38,3.0,3.0,3,4.0,1,2.0,2.0,1
1.0,18,2.0,0.0,2249,2.0,4.0,4.0,3.0,1.0,3.0,3.0,30,3.0,2.0,1,4.0,1,2.0,2.0,1
1.0,30,2.0,10.0,3108,1.0,2.0,2.0,1.0,1.0,4.0,2.0,31,3.0,2.0,1,2.0,2,1.0,2.0,0
2.0,12,4.0,0.0,958,1.0,4.0,2.0,3.0,1.0,3.0,1.0,47,3.0,2.0,2,2.0,1,1.0,2.0,1
4.0,24,2.0,1.0,9277,5.0,3.0,2.0,1.0,1.0,4.0,4.0,48,3.0,3.0,1,3.0,2,2.0,2.0,1
4.0,24,4.0,10.0,6314,1.0,1.0,4.0,3.0,2.0,2.0,4.0,27,1.0,2.0,2,4.0,2,2.0,2.0,1
1.0,12,4.0,1.0,1526,1.0,5.0,4.0,3.0,1.0,4.0,4.0,66,3.0,3.0,2,4.0,2,1.0,2.0,1
1.0,12,2.0,2.0,3590,1.0,3.0,2.0,3.0,2.0,2.0,2.0,29,3.0,2.0,1,2.0,1,1.0,2.0,1
1.0,24,4.0,1.0,6615,1.0,1.0,2.0,3.0,1.0,4.0,4.0,75,3.0,3.0,2,4.0,2,2.0,2.0,1
1.0,6,4.0,2.0,1872,1.0,1.0,4.0,3.0,1.0,4.0,4.0,36,3.0,3.0,3,4.0,2,2.0,2.0,1
4.0,12,2.0,0.0,2859,5.0,1.0,4.0,3.0,1.0,4.0,4.0,38,3.0,2.0,33,4.0,2,2.0,2.0,1
4.0,18,4.0,3.0,1582,4.0,5.0,4.0,3.0,1.0,4.0,3.0,46,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,6,2.0,8.0,1238,5.0,1.0,4.0,3.0,1.0,4.0,2.0,36,3.0,2.0,1,4.0,1,2.0,2.0,1
1.0,12,2.0,2.0,2578,1.0,1.0,3.0,2.0,1.0,4.0,4.0,55,3.0,3.0,1,4.0,2,1.0,2.0,1
1.0,15,4.0,2.0,1433,1.0,3.0,4.0,2.0,1.0,3.0,2.0,25,3.0,1.0,2,3.0,2,1.0,2.0,1
1.0,42,2.0,2.0,7882,1.0,4.0,2.0,3.0,3.0,4.0,2.0,45,3.0,3.0,1,3.0,1,1.0,2.0,1
1.0,24,2.0,2.0,4169,1.0,3.0,4.0,3.0,1.0,4.0,2.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,36,2.0,2.0,3959,1.0,1.0,4.0,3.0,1.0,3.0,2.0,30,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,36,2.0,0.0,2325,1.0,4.0,2.0,3.0,1.0,4.0,4.0,39,1.0,3.0,1,4.0,1,2.0,2.0,1
1.0,24,2.0,2.0,3149,1.0,2.0,4.0,3.0,1.0,1.0,4.0,22,1.0,3.0,1,3.0,2,1.0,2.0,1
1.0,12,4.0,2.0,2246,1.0,5.0,3.0,3.0,1.0,3.0,2.0,60,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,13,4.0,9.0,1797,1.0,2.0,3.0,3.0,1.0,1.0,2.0,28,1.0,2.0,2,2.0,2,1.0,2.0,1
1.0,20,4.0,2.0,4272,1.0,5.0,1.0,2.0,1.0,4.0,2.0,24,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,24,4.0,1.0,2957,1.0,5.0,4.0,3.0,1.0,4.0,2.0,63,3.0,2.0,2,3.0,2,2.0,2.0,1
1.0,36,4.0,2.0,2348,1.0,3.0,3.0,4.0,1.0,2.0,2.0,46,3.0,3.0,2,3.0,2,2.0,2.0,1
3.0,42,0.0,9.0,6289,1.0,2.0,2.0,1.0,1.0,1.0,2.0,33,3.0,2.0,2,3.0,0,1.0,2.0,1
1.0,24,4.0,1.0,6419,1.0,5.0,2.0,2.0,1.0,4.0,4.0,44,3.0,3.0,2,4.0,1,2.0,2.0,1
1.0,48,4.0,1.0,6143,1.0,5.0,4.0,2.0,1.0,4.0,4.0,58,2.0,3.0,2,2.0,2,1.0,2.0,0
4.0,24,4.0,6.0,1597,1.0,3.0,4.0,3.0,1.0,4.0,4.0,54,3.0,3.0,2,3.0,1,1.0,2.0,1
1.0,36,2.0,10.0,14421,1.0,1.0,2.0,1.0,2.0,3.0,3.0,43,3.0,2.0,1,4.0,2,1.0,2.0,1
4.0,24,4.0,3.0,2223,2.0,5.0,4.0,3.0,3.0,4.0,2.0,52,1.0,2.0,2,3.0,2,1.0,2.0,1
4.0,48,3.0,3.0,7238,5.0,5.0,3.0,3.0,1.0,4.0,3.0,32,1.0,2.0,2,3.0,1,1.0,2.0,1
2.0,60,3.0,9.0,2503,2.0,5.0,4.0,3.0,1.0,2.0,2.0,41,2.0,2.0,2,3.0,2,1.0,2.0,1
2.0,18,2.0,9.0,2622,2.0,3.0,4.0,3.0,1.0,4.0,3.0,34,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,24,2.0,2.0,4351,5.0,3.0,1.0,2.0,1.0,4.0,2.0,48,3.0,2.0,1,2.0,2,2.0,2.0,1
2.0,6,2.0,3.0,409,5.0,5.0,4.0,3.0,1.0,4.0,2.0,38,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,8.0,754,5.0,5.0,4.0,3.0,1.0,4.0,2.0,38,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,24,4.0,3.0,2424,5.0,5.0,4.0,3.0,1.0,4.0,2.0,53,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,48,3.0,9.0,6681,5.0,3.0,4.0,3.0,1.0,4.0,4.0,38,3.0,3.0,1,3.0,1,2.0,2.0,1
2.0,18,4.0,9.0,2427,5.0,5.0,4.0,3.0,1.0,2.0,2.0,42,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,24,4.0,3.0,1216,2.0,2.0,4.0,3.0,1.0,4.0,4.0,38,1.0,2.0,2,3.0,1,1.0,2.0,0
2.0,6,2.0,3.0,753,1.0,3.0,2.0,2.0,3.0,3.0,1.0,64,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,7,2.0,3.0,2576,1.0,3.0,2.0,3.0,3.0,2.0,1.0,35,3.0,2.0,1,3.0,2,1.0,1.0,1
2.0,6,2.0,3.0,590,1.0,2.0,3.0,4.0,1.0,3.0,1.0,26,3.0,2.0,1,2.0,2,1.0,1.0,1
2.0,8,2.0,3.0,1414,1.0,3.0,4.0,3.0,3.0,2.0,1.0,33,3.0,2.0,1,3.0,2,1.0,1.0,1
2.0,12,2.0,3.0,1103,1.0,4.0,4.0,3.0,3.0,3.0,1.0,29,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,12,3.0,3.0,585,1.0,3.0,4.0,4.0,2.0,4.0,1.0,20,3.0,1.0,2,3.0,2,1.0,2.0,1
2.0,6,2.0,3.0,1068,1.0,5.0,4.0,3.0,1.0,4.0,3.0,28,3.0,2.0,1,3.0,1,1.0,2.0,1
1.0,8,4.0,0.0,713,1.0,5.0,4.0,3.0,1.0,4.0,1.0,47,3.0,2.0,2,4.0,2,1.0,2.0,1
2.0,12,2.0,3.0,1092,1.0,3.0,4.0,2.0,3.0,4.0,1.0,49,3.0,3.0,2,3.0,2,2.0,2.0,1
2.0,7,2.0,3.0,2329,1.0,2.0,1.0,2.0,3.0,1.0,1.0,45,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,18,2.0,3.0,866,1.0,3.0,4.0,4.0,3.0,2.0,1.0,25,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,7,2.0,3.0,2415,1.0,3.0,3.0,3.0,3.0,2.0,1.0,34,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,13,2.0,3.0,2101,1.0,2.0,2.0,2.0,3.0,4.0,2.0,23,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,18,2.0,3.0,1301,1.0,5.0,4.0,4.0,3.0,2.0,1.0,32,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,18,2.0,3.0,2325,1.0,3.0,4.0,2.0,3.0,4.0,1.0,26,3.0,2.0,1,2.0,1,1.0,2.0,1
2.0,8,2.0,3.0,760,1.0,4.0,4.0,2.0,3.0,2.0,1.0,44,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,12,2.0,3.0,625,1.0,2.0,4.0,4.0,3.0,1.0,1.0,26,1.0,2.0,1,2.0,2,1.0,2.0,1
3.0,6,4.0,0.0,1323,2.0,5.0,2.0,1.0,1.0,4.0,3.0,28,3.0,2.0,2,3.0,1,2.0,2.0,1
2.0,18,4.0,3.0,1795,1.0,5.0,3.0,2.0,3.0,4.0,1.0,48,1.0,1.0,2,2.0,2,2.0,2.0,1
2.0,15,2.0,3.0,2728,5.0,4.0,4.0,3.0,3.0,2.0,1.0,35,1.0,2.0,3,3.0,2,2.0,2.0,1
2.0,6,2.0,3.0,484,1.0,4.0,3.0,4.0,3.0,3.0,1.0,28,1.0,2.0,1,2.0,2,1.0,2.0,1
2.0,10,1.0,3.0,1048,1.0,3.0,4.0,3.0,1.0,4.0,1.0,23,2.0,2.0,1,2.0,2,1.0,2.0,1
2.0,12,2.0,3.0,1155,1.0,5.0,3.0,4.0,3.0,3.0,1.0,40,1.0,2.0,2,3.0,2,1.0,2.0,1
2.0,20,3.0,1.0,7057,5.0,4.0,3.0,3.0,1.0,4.0,2.0,36,1.0,1.0,2,4.0,1,2.0,2.0,1
2.0,15,4.0,3.0,1537,5.0,3.0,4.0,3.0,3.0,4.0,1.0,50,3.0,2.0,2,3.0,2,2.0,2.0,1
1.0,12,2.0,3.0,2214,1.0,5.0,4.0,3.0,1.0,3.0,2.0,24,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,24,4.0,2.0,1585,1.0,4.0,4.0,3.0,1.0,3.0,2.0,40,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,10,2.0,2.0,1521,1.0,3.0,4.0,1.0,1.0,2.0,3.0,31,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,36,1.0,4.0,3990,5.0,2.0,3.0,2.0,1.0,2.0,4.0,29,1.0,2.0,1,1.0,2,1.0,2.0,1
3.0,18,2.0,2.0,3049,1.0,2.0,1.0,2.0,1.0,1.0,2.0,45,2.0,2.0,1,2.0,2,1.0,2.0,1
1.0,24,2.0,3.0,1282,2.0,3.0,4.0,2.0,1.0,2.0,3.0,32,3.0,2.0,1,2.0,2,1.0,2.0,0
4.0,60,2.0,3.0,10144,2.0,4.0,2.0,2.0,1.0,4.0,1.0,21,3.0,2.0,1,3.0,2,2.0,2.0,1
1.0,12,2.0,0.0,1168,1.0,3.0,4.0,4.0,1.0,3.0,1.0,27,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,6,2.0,5.0,454,1.0,2.0,3.0,4.0,1.0,1.0,2.0,22,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,15,3.0,1.0,3594,1.0,2.0,1.0,2.0,1.0,2.0,2.0,46,3.0,2.0,2,2.0,2,1.0,2.0,1
4.0,12,2.0,2.0,1768,1.0,3.0,3.0,3.0,1.0,2.0,1.0,24,3.0,1.0,1,2.0,2,1.0,2.0,1
4.0,60,3.0,3.0,14421,1.0,4.0,2.0,3.0,1.0,4.0,3.0,21,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,24,2.0,3.0,1413,1.0,3.0,4.0,4.0,1.0,4.0,2.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,45,4.0,1.0,4576,2.0,1.0,3.0,3.0,1.0,4.0,3.0,27,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,24,4.0,3.0,1231,4.0,5.0,4.0,2.0,1.0,4.0,2.0,75,3.0,1.0,2,4.0,2,2.0,2.0,1
1.0,36,2.0,1.0,8335,5.0,5.0,3.0,3.0,1.0,4.0,3.0,47,3.0,3.0,1,3.0,2,1.0,2.0,0
2.0,36,4.0,1.0,5800,1.0,3.0,3.0,3.0,1.0,4.0,3.0,33,3.0,2.0,2,3.0,2,2.0,2.0,1
1.0,18,3.0,6.0,8471,5.0,3.0,1.0,2.0,1.0,2.0,3.0,23,3.0,1.0,2,3.0,2,2.0,2.0,1
4.0,30,2.0,2.0,3622,4.0,5.0,4.0,2.0,1.0,4.0,2.0,57,3.0,1.0,2,3.0,2,2.0,2.0,1
1.0,6,4.0,3.0,1169,5.0,5.0,4.0,3.0,1.0,4.0,1.0,67,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,15,2.0,4.0,1262,3.0,4.0,4.0,3.0,1.0,3.0,2.0,36,3.0,2.0,2,3.0,2,2.0,2.0,1
3.0,18,4.0,2.0,3617,5.0,5.0,4.0,3.0,2.0,4.0,4.0,20,3.0,1.0,2,3.0,2,1.0,2.0,1
2.0,30,4.0,0.0,2181,5.0,5.0,4.0,3.0,1.0,4.0,1.0,36,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,48,1.0,9.0,7685,1.0,4.0,2.0,2.0,3.0,4.0,3.0,37,3.0,1.0,1,3.0,2,1.0,2.0,0
4.0,48,4.0,6.0,6110,1.0,3.0,1.0,3.0,1.0,3.0,4.0,31,1.0,3.0,1,3.0,2,2.0,2.0,1
4.0,24,2.0,0.0,2325,1.0,5.0,4.0,2.0,2.0,4.0,4.0,62,3.0,3.0,1,3.0,2,1.0,2.0,1
1.0,42,4.0,5.0,3394,1.0,1.0,4.0,3.0,2.0,4.0,3.0,65,3.0,2.0,2,1.0,2,1.0,2.0,1
4.0,36,4.0,9.0,6304,5.0,5.0,4.0,3.0,1.0,4.0,1.0,36,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,9,2.0,6.0,1244,5.0,5.0,4.0,2.0,1.0,4.0,2.0,41,3.0,1.0,2,2.0,2,1.0,2.0,1
4.0,6,2.0,0.0,3518,1.0,3.0,2.0,3.0,3.0,3.0,2.0,26,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,36,0.0,5.0,2613,1.0,3.0,4.0,3.0,1.0,2.0,3.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,48,2.0,3.0,7476,1.0,4.0,4.0,3.0,1.0,1.0,4.0,50,3.0,3.0,1,4.0,2,2.0,2.0,1
4.0,24,2.0,9.0,4591,4.0,3.0,2.0,3.0,1.0,3.0,2.0,54,3.0,2.0,3,4.0,2,2.0,2.0,0
2.0,18,2.0,2.0,1924,5.0,2.0,4.0,2.0,1.0,3.0,3.0,27,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,60,2.0,3.0,5595,2.0,3.0,2.0,4.0,1.0,2.0,3.0,24,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,48,3.0,6.0,6224,1.0,3.0,4.0,3.0,1.0,4.0,4.0,50,3.0,3.0,1,3.0,2,1.0,2.0,0
3.0,15,2.0,6.0,1905,1.0,5.0,4.0,3.0,1.0,4.0,3.0,40,3.0,1.0,1,4.0,2,2.0,2.0,1
4.0,36,3.0,1.0,8947,5.0,4.0,3.0,3.0,1.0,2.0,4.0,31,2.0,2.0,1,4.0,1,2.0,2.0,1
1.0,24,2.0,2.0,4020,1.0,3.0,2.0,3.0,1.0,2.0,3.0,27,2.0,2.0,1,3.0,2,1.0,2.0,1
2.0,18,2.0,1.0,2779,1.0,3.0,1.0,4.0,1.0,3.0,3.0,21,3.0,1.0,1,3.0,2,2.0,2.0,1
4.0,21,2.0,0.0,2782,3.0,4.0,1.0,2.0,1.0,2.0,3.0,31,1.0,2.0,1,4.0,2,1.0,2.0,1
4.0,12,2.0,0.0,1884,1.0,5.0,4.0,3.0,1.0,4.0,3.0,39,3.0,2.0,1,4.0,2,2.0,2.0,1
4.0,36,4.0,1.0,11054,5.0,3.0,4.0,3.0,1.0,2.0,3.0,30,3.0,2.0,1,4.0,2,2.0,2.0,1
2.0,60,3.0,3.0,9157,5.0,3.0,2.0,3.0,1.0,2.0,4.0,27,3.0,3.0,1,4.0,2,1.0,2.0,1
2.0,42,1.0,1.0,9283,1.0,1.0,1.0,3.0,1.0,2.0,4.0,55,1.0,3.0,1,4.0,2,2.0,2.0,1
4.0,60,2.0,0.0,2325,5.0,3.0,4.0,3.0,1.0,4.0,4.0,34,3.0,3.0,0,3.0,1,2.0,2.0,1
4.0,15,4.0,1.0,3368,4.0,5.0,3.0,3.0,1.0,4.0,4.0,23,3.0,1.0,2,3.0,2,2.0,2.0,1
1.0,15,2.0,0.0,2511,1.0,3.0,1.0,2.0,1.0,4.0,3.0,23,3.0,1.0,1,3.0,2,1.0,2.0,1
1.0,36,2.0,1.0,5493,1.0,5.0,2.0,3.0,1.0,4.0,4.0,42,3.0,3.0,1,3.0,1,1.0,2.0,1
4.0,6,2.0,4.0,1338,3.0,3.0,1.0,1.0,1.0,4.0,1.0,62,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,18,2.0,3.0,1082,1.0,5.0,4.0,3.0,1.0,4.0,3.0,37,3.0,2.0,2,2.0,0,1.0,2.0,1
4.0,18,4.0,3.0,1149,4.0,3.0,4.0,3.0,1.0,3.0,1.0,46,3.0,2.0,182,3.0,2,1.0,2.0,1
2.0,15,2.0,5.0,1308,1.0,5.0,4.0,3.0,1.0,4.0,3.0,38,3.0,2.0,2,2.0,2,1.0,2.0,1
2.0,20,0.0,1.0,6148,2.0,5.0,3.0,4.0,1.0,4.0,3.0,31,1.0,2.0,2,3.0,2,2.0,2.0,1
4.0,12,2.0,2.0,1736,5.0,4.0,3.0,2.0,1.0,4.0,1.0,31,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,12,2.0,3.0,3059,4.0,4.0,2.0,1.0,1.0,4.0,1.0,61,3.0,2.0,1,2.0,2,1.0,2.0,1
1.0,24,2.0,2.0,2996,5.0,3.0,2.0,4.0,1.0,4.0,3.0,20,3.0,2.0,1,3.0,2,1.0,2.0,0
4.0,30,4.0,1.0,7596,5.0,5.0,1.0,3.0,1.0,4.0,3.0,63,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,30,2.0,1.0,4811,5.0,4.0,2.0,2.0,1.0,4.0,2.0,24,2.0,1.0,1,2.0,2,1.0,2.0,1
4.0,6,2.0,2.0,1766,1.0,3.0,1.0,4.0,1.0,2.0,2.0,21,3.0,1.0,1,3.0,2,1.0,2.0,1
2.0,24,2.0,1.0,2760,5.0,5.0,4.0,3.0,1.0,4.0,4.0,36,1.0,3.0,1,3.0,2,2.0,2.0,1
4.0,24,4.0,5.0,5507,1.0,5.0,3.0,3.0,1.0,4.0,4.0,44,3.0,3.0,2,3.0,2,1.0,2.0,1
2.0,9,2.0,6.0,1199,1.0,4.0,4.0,2.0,1.0,4.0,2.0,67,3.0,2.0,2,4.0,2,2.0,2.0,1
3.0,24,2.0,2.0,2892,1.0,5.0,3.0,1.0,1.0,4.0,4.0,51,3.0,3.0,1,3.0,2,1.0,2.0,1
2.0,36,3.0,3.0,2862,2.0,5.0,4.0,3.0,1.0,3.0,4.0,30,3.0,3.0,1,3.0,2,1.0,2.0,1
4.0,9,2.0,0.0,654,1.0,3.0,4.0,3.0,1.0,3.0,3.0,28,3.0,2.0,1,2.0,2,1.0,2.0,0
2.0,9,4.0,6.0,1136,4.0,5.0,4.0,3.0,1.0,3.0,4.0,32,3.0,3.0,2,3.0,1,1.0,2.0,0
4.0,24,2.0,10.0,4113,1.0,2.0,3.0,2.0,1.0,4.0,3.0,28,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,6,2.0,0.0,14421,5.0,1.0,1.0,3.0,1.0,2.0,2.0,23,3.0,2.0,1,1.0,2,2.0,2.0,0
1.0,15,0.0,0.0,950,1.0,5.0,4.0,3.0,1.0,3.0,3.0,33,3.0,1.0,2,3.0,1,1.0,2.0,0
1.0,24,4.0,0.0,1199,1.0,5.0,4.0,3.0,1.0,4.0,3.0,60,3.0,2.0,2,2.0,2,1.0,2.0,0
1.0,12,0.0,0.0,1082,1.0,3.0,4.0,3.0,1.0,4.0,3.0,48,1.0,2.0,2,3.0,2,1.0,2.0,0
2.0,30,2.0,3.0,2150,1.0,3.0,4.0,2.0,3.0,2.0,4.0,24,1.0,2.0,1,3.0,2,1.0,2.0,0
2.0,36,4.0,0.0,2820,1.0,2.0,4.0,1.0,1.0,4.0,3.0,27,3.0,2.0,2,3.0,2,1.0,2.0,0
2.0,48,4.0,3.0,3060,1.0,4.0,4.0,3.0,1.0,4.0,1.0,28,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,18,2.0,3.0,2600,1.0,3.0,4.0,3.0,1.0,4.0,4.0,65,3.0,3.0,2,3.0,2,1.0,2.0,0
4.0,21,0.0,0.0,5003,5.0,3.0,1.0,2.0,1.0,4.0,2.0,29,1.0,2.0,2,3.0,2,2.0,2.0,0
2.0,60,2.0,6.0,6288,1.0,3.0,4.0,3.0,1.0,4.0,4.0,42,3.0,3.0,1,3.0,2,1.0,2.0,0
4.0,24,3.0,0.0,2538,1.0,5.0,4.0,3.0,1.0,4.0,3.0,47,3.0,2.0,2,2.0,1,1.0,2.0,0
4.0,9,2.0,3.0,1478,1.0,4.0,4.0,3.0,1.0,2.0,3.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,39,4.0,3.0,4933,1.0,4.0,2.0,3.0,3.0,2.0,1.0,25,3.0,2.0,2,3.0,2,1.0,2.0,0
4.0,18,4.0,0.0,1530,1.0,3.0,3.0,3.0,1.0,2.0,2.0,32,1.0,2.0,2,3.0,2,1.0,2.0,0
4.0,9,1.0,0.0,1437,2.0,4.0,2.0,3.0,1.0,3.0,4.0,29,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,15,2.0,4.0,1275,5.0,3.0,4.0,2.0,1.0,2.0,3.0,24,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,2.0,3.0,1823,1.0,1.0,4.0,3.0,1.0,2.0,3.0,30,2.0,2.0,1,4.0,1,1.0,2.0,0
1.0,9,2.0,0.0,1422,1.0,2.0,3.0,3.0,1.0,2.0,4.0,27,3.0,3.0,1,4.0,2,2.0,2.0,0
1.0,18,2.0,4.0,1217,1.0,3.0,4.0,4.0,1.0,3.0,1.0,47,3.0,2.0,0,2.0,2,2.0,2.0,0
1.0,36,3.0,9.0,2145,1.0,4.0,2.0,3.0,1.0,1.0,3.0,24,3.0,2.0,2,3.0,2,2.0,2.0,0
2.0,18,3.0,2.0,4297,1.0,5.0,4.0,1.0,1.0,3.0,4.0,40,3.0,2.0,1,4.0,2,2.0,2.0,0
1.0,6,4.0,2.0,3384,1.0,3.0,1.0,1.0,1.0,4.0,1.0,44,3.0,1.0,1,4.0,2,2.0,2.0,0
2.0,18,4.0,3.0,1245,1.0,3.0,4.0,4.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,1.0,2.0,0
4.0,15,2.0,6.0,4623,2.0,3.0,3.0,3.0,1.0,2.0,2.0,40,3.0,2.0,1,4.0,2,2.0,2.0,0
2.0,30,4.0,10.0,8386,1.0,3.0,2.0,3.0,1.0,2.0,2.0,49,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,24,3.0,3.0,1024,1.0,2.0,4.0,4.0,3.0,4.0,1.0,48,2.0,2.0,1,3.0,2,1.0,2.0,0
